Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg),,c-dc,,soc
37,420.510376,02-26-2016 09:20:59,360.4952704,2,1,0.999893069,3.659661055,0.100113833,0,0.365483723,0,9.72271E-05,0,0,0,0,,,,
38,430.5259328,02-26-2016 09:21:09,370.5108273,2,1,0.999533176,3.660146952,0.102895268,0,0.375663568,0,6.48022E-05,0,0,0,0,,,,
39,440.5414393,02-26-2016 09:21:19,380.5263337,2,1,0.999713123,3.660794973,0.105676754,0,0.385845407,0,3.24249E-05,0,0,0,0,,,,
40,450.5568557,02-26-2016 09:21:29,390.5417501,2,1,1.000252962,3.661767006,0.108458228,0,0.396029196,0,6.48022E-05,0,0,0,0,,,,
41,460.572403,02-26-2016 09:21:39,400.5572974,2,1,0.999533176,3.662090778,0.111239735,0,0.406215092,0,0,0,0,0,0,,,,
42,470.5878372,02-26-2016 09:21:49,410.5727316,2,1,0.999713123,3.663062811,0.114021283,0,0.416403289,0,3.23772E-05,0,0,0,0,,,,
43,480.603435,02-26-2016 09:21:59,420.5883295,2,1,1.000073075,3.664034843,0.116802809,0,0.426593537,0,6.48022E-05,0,0,0,0,,,,
44,490.6188508,02-26-2016 09:22:09,430.6037452,2,1,0.999893069,3.664682627,0.119579961,0,0.436769906,0,6.47545E-05,0,0,0,0,,,,
45,500.6343204,02-26-2016 09:22:19,440.6192148,2,1,0.999713123,3.665654659,0.122365756,0,0.44698027,0,9.71794E-05,0,0,0,0,,,,
46,510.6343655,02-26-2016 09:22:29,450.6192603,2,1,0.999713123,3.666464567,0.125142953,0,0.457161482,0,6.48022E-05,0,0,0,0,,,,
47,520.6496792,02-26-2016 09:22:39,460.6345733,2,1,0.999713123,3.6674366,0.127924429,0,0.467360777,0,9.71794E-05,0,0,0,0,,,,
48,530.6652947,02-26-2016 09:22:49,470.6501891,2,1,0.999893069,3.668246508,0.130705954,0,0.477562709,0,9.71794E-05,0,0,0,0,,,,
49,540.6806852,02-26-2016 09:22:59,480.6655796,2,1,0.999893069,3.66921854,0.133487385,0,0.487766827,0,6.48022E-05,0,0,0,0,,,,
50,550.6961982,02-26-2016 09:23:09,490.6810926,2,1,0.999893069,3.670028448,0.136268859,0,0.497973482,0,6.48022E-05,0,0,0,0,,,,
51,560.7117576,02-26-2016 09:23:19,500.6966522,2,1,0.999533176,3.670838356,0.139050376,0,0.50818299,0,6.48022E-05,0,0,0,0,,,,
52,570.7117936,02-26-2016 09:23:29,510.6966884,2,1,0.999713123,3.671972275,0.141827542,0,0.518379179,0,9.71794E-05,0,0,0,0,,,,
53,580.727021,02-26-2016 09:23:39,520.7119155,2,1,0.999713123,3.672944307,0.14460899,0,0.528593702,0,0.000129604,0,0,0,0,,,,
54,590.7426093,02-26-2016 09:23:49,530.7275038,2,1,0.999713123,3.673754215,0.147390501,0,0.538811191,0,6.48022E-05,0,0,0,0,,,,
55,600.7580361,02-26-2016 09:23:59,540.7429305,2,1,0.999713123,3.674726248,0.150171941,0,0.549031174,0,3.24249E-05,0,0,0,0,,,,
56,610.7736959,02-26-2016 09:24:09,550.7585915,2,1,0.999713123,3.675860167,0.152953513,0,0.559254422,0,9.71794E-05,0,0,0,0,,,,
57,620.7889996,02-26-2016 09:24:19,560.773894,2,1,0.999893069,3.676832199,0.155734953,0,0.569479982,0,9.72271E-05,0,0,0,0,,,,
58,630.8044999,02-26-2016 09:24:29,570.7893943,2,1,0.999893069,3.677803993,0.158516459,0,0.579708565,0,6.48022E-05,0,0,0,0,,,,
59,640.8200028,02-26-2016 09:24:39,580.8048972,2,1,0.999893069,3.678937912,0.161293603,0,0.589923976,0,9.71794E-05,0,0,0,0,,,,
60,650.8354824,02-26-2016 09:24:49,590.8203768,2,1,0.999893069,3.679748058,0.164079361,0,0.600173916,0,3.24249E-05,0,0,0,0,,,,
61,660.8509544,02-26-2016 09:24:59,600.835849,2,1,0.999713123,3.680881977,0.166860774,0,0.610410626,0,9.72271E-05,0,0,0,0,,,,
62,670.8665129,02-26-2016 09:25:09,610.8514074,2,1,0.999713123,3.681853771,0.169642263,0,0.62065057,0,3.23772E-05,0,0,0,0,,,,
63,680.8819833,02-26-2016 09:25:19,620.8668778,2,1,0.999533176,3.682825804,0.172423717,0,0.630893257,0,6.48022E-05,0,0,0,0,,,,
64,690.8974548,02-26-2016 09:25:29,630.8823492,2,1,0.999893069,3.684121847,0.17520519,0,0.641138925,0,0.000129604,0,0,0,0,,,,
65,700.9129308,02-26-2016 09:25:39,640.8978252,2,1,0.999713123,3.685093641,0.177986666,0,0.651387495,0,9.71794E-05,0,0,0,0,,,,
66,710.912967,02-26-2016 09:25:49,650.8978617,2,1,0.999713123,3.68622756,0.180763803,0,0.661622917,0,0.000129604,0,0,0,0,,,,
67,720.9284165,02-26-2016 09:25:59,660.9133109,2,1,0.999713123,3.687199593,0.183545284,0,0.671877272,0,0.000129604,0,0,0,0,,,,
68,730.9440023,02-26-2016 09:26:09,670.9288968,2,1,0.999893069,3.688333511,0.186326817,0,0.682134677,0,9.71794E-05,0,0,0,0,,,,
69,740.9594226,02-26-2016 09:26:19,680.9443169,2,1,0.999713123,3.689143419,0.189103992,0,0.692378915,0,9.71794E-05,0,0,0,0,,,,
70,750.9750229,02-26-2016 09:26:29,690.9599174,2,1,0.999893069,3.690277338,0.191889825,0,0.702657914,0,0.000129557,0,0,0,0,,,,
71,760.9904582,02-26-2016 09:26:39,700.9753526,2,1,0.999893069,3.691411257,0.194666978,0,0.712907613,0,0.000129152,0,0,0,0,,,,
72,771.0059165,02-26-2016 09:26:49,710.9908109,2,1,0.999893069,3.692383289,0.197452772,0,0.723192171,0,0.000129604,0,0,0,0,,,,
73,781.0214109,02-26-2016 09:26:59,721.0063055,2,1,0.999713123,3.693355322,0.20022994,0,0.733447734,0,9.72271E-05,0,0,0,0,,,,
74,791.0368469,02-26-2016 09:27:09,731.0217413,2,1,0.999893069,3.694489241,0.203015756,0,0.743738091,0,0.000129604,0,0,0,0,,,,
75,801.0524408,02-26-2016 09:27:19,741.0373351,2,1,0.999713123,3.695299149,0.205797303,0,0.754015509,0,6.48022E-05,0,0,0,0,,,,
76,811.0678952,02-26-2016 09:27:29,751.0527896,2,1,0.999893069,3.696595192,0.208578798,0,0.764295456,0,0.000161025,0,0,0,0,,,,
77,821.0834894,02-26-2016 09:27:40,761.0683838,2,1,0.999713123,3.6974051,0.21136031,0,0.774578283,0,9.72271E-05,0,0,0,0,,,,
78,831.0986675,02-26-2016 09:27:50,771.0835619,2,1,0.999713123,3.698215008,0.214050657,0,0.784526718,0,6.48022E-05,0,0,0,0,,,,
79,841.0987823,02-26-2016 09:28:00,781.0836767,2,1,0.999893069,3.699348927,0.216918934,0,0.795135907,0,6.44001E-05,0,0,0,0,,,,
80,851.1142417,02-26-2016 09:28:10,791.0991361,2,1,0.999713123,3.700320959,0.219700391,0,0.805426748,0,6.46017E-05,0,0,0,0,,,,
81,861.1297402,02-26-2016 09:28:20,801.1146346,2,1,0.999713123,3.701292753,0.222481868,0,0.815720211,0,0.000128754,0,0,0,0,,,,
82,871.1452383,02-26-2016 09:28:30,811.1301327,2,1,0.999893069,3.7021029,0.2252633,0,0.826016278,0,6.46014E-05,0,0,0,0,,,,
83,881.1607283,02-26-2016 09:28:40,821.1456228,2,1,0.999893069,3.703236818,0.228044762,0,0.836315104,0,9.66279E-05,0,0,0,0,,,,
84,891.1761938,02-26-2016 09:28:50,831.1610881,2,1,0.999713123,3.704208612,0.230821899,0,0.846600482,0,0.000129557,0,0,0,0,,,,
85,901.1917418,02-26-2016 09:29:00,841.1766364,2,1,0.999893069,3.704856634,0.233607772,0,0.856920885,0,6.48022E-05,0,0,0,0,,,,
86,911.1917899,02-26-2016 09:29:10,851.1766843,2,1,0.999893069,3.705990553,0.236384973,0,0.867211744,0,9.71773E-05,0,0,0,0,,,,
87,921.207078,02-26-2016 09:29:20,861.1919724,2,1,0.999893069,3.706800461,0.239162102,0,0.877504943,0,6.43519E-05,0,0,0,0,,,,
88,931.222594,02-26-2016 09:29:30,871.2074884,2,1,0.999713123,3.70793438,0.241947949,0,0.88783305,0,9.71794E-05,0,0,0,0,,,,
89,941.2380228,02-26-2016 09:29:40,881.2229171,2,1,0.999713123,3.708744526,0.244729509,0,0.898147887,0,0.000129203,0,0,0,0,,,,
90,951.253549,02-26-2016 09:29:50,891.2384434,2,1,0.999713123,3.709554434,0.247511018,0,0.908465111,0,6.44005E-05,0,0,0,0,,,,
91,961.269049,02-26-2016 09:30:00,901.2539434,2,1,0.999893069,3.710688353,0.250288203,0,0.918768897,0,9.65765E-05,0,0,0,0,,,,
92,971.2845386,02-26-2016 09:30:10,911.269433,2,1,0.999533176,3.71149826,0.253074059,0,0.929107276,0,9.71794E-05,0,0,0,0,,,,
93,981.2999853,02-26-2016 09:30:20,921.2848797,2,1,0.999713123,3.712470293,0.255851206,0,0.939416013,0,9.68806E-05,0,0,0,0,,,,
94,991.3154787,02-26-2016 09:30:30,931.3003731,2,1,0.999893069,3.713442326,0.258637015,0,0.949759507,0,9.69259E-05,0,0,0,0,,,,
95,1001.330985,02-26-2016 09:30:40,941.3158798,2,1,0.999713123,3.714252234,0.261418496,0,0.9600895,0,9.69255E-05,0,0,0,0,,,,
96,1011.331033,02-26-2016 09:30:50,951.3159275,2,1,1.000073075,3.715224028,0.264195735,0,0.970406317,0,9.71775E-05,0,0,0,0,,,,
97,1021.346336,02-26-2016 09:31:00,961.3312302,2,1,0.999713123,3.71619606,0.266977216,0,0.980741486,0,6.46013E-05,0,0,0,0,,,,
98,1031.361924,02-26-2016 09:31:10,971.346818,2,1,0.999893069,3.717005968,0.269758798,0,0.991079538,0,6.48019E-05,0,0,0,0,,,,
99,1041.37735,02-26-2016 09:31:20,981.3622447,2,1,0.999713123,3.717978001,0.272540313,0,1.001419923,0,0.000129604,0,0,0,0,,,,
100,1051.392828,02-26-2016 09:31:30,991.377722,2,1,0.999893069,3.718787909,0.27532184,0,1.011762877,0,6.46016E-05,0,0,0,0,,,,
101,1061.408322,02-26-2016 09:31:40,1001.393216,2,1,0.999893069,3.719921827,0.278103359,0,1.022108313,0,0.000129604,0,0,0,0,,,,
102,1071.423842,02-26-2016 09:31:50,1011.408736,2,1,0.999893069,3.720731735,0.280884894,0,1.032456319,0,9.65774E-05,0,0,0,0,,,,
103,1081.439254,02-26-2016 09:32:00,1021.424148,2,1,0.999713123,3.721541882,0.283662037,0,1.042790366,0,6.48022E-05,0,0,0,0,,,,
104,1091.454795,02-26-2016 09:32:10,1031.439689,2,1,0.999713123,3.722513676,0.286447655,0,1.053158357,0,6.48022E-05,0,0,0,0,,,,
105,1101.470258,02-26-2016 09:32:20,1041.455152,2,1,0.999533176,3.723323584,0.289228992,0,1.063512836,0,0.000129557,0,0,0,0,,,,
106,1111.470317,02-26-2016 09:32:30,1051.455212,2,1,0.999713123,3.72413373,0.29200605,0,1.073853741,0,6.48022E-05,0,0,0,0,,,,
107,1121.485619,02-26-2016 09:32:40,1061.470513,2,1,0.999713123,3.724943638,0.294787343,0,1.084212673,0,0.000129603,0,0,0,0,,,,
108,1131.501114,02-26-2016 09:32:50,1071.486009,2,1,0.999713123,3.72591567,0.29756873,0,1.094574279,0,0.000129203,0,0,0,0,,,,
109,1141.516622,02-26-2016 09:33:00,1081.501517,2,1,0.999893069,3.726563454,0.300350088,0,1.104938011,0,6.4201E-05,0,0,0,0,,,,
110,1151.532143,02-26-2016 09:33:10,1091.517037,2,1,0.999713123,3.7273736,0.303131424,0,1.115303696,0,9.69268E-05,0,0,0,0,,,,
111,1161.547617,02-26-2016 09:33:20,1101.532511,2,1,0.999713123,3.728021383,0.305912752,0,1.125671494,0,6.48022E-05,0,0,0,0,,,,
112,1171.562998,02-26-2016 09:33:30,1111.547892,2,1,0.999713123,3.728669405,0.308689809,0,1.136025431,0,6.46005E-05,0,0,0,0,,,,
113,1181.578561,02-26-2016 09:33:40,1121.563455,2,1,0.999713123,3.729479313,0.311471184,0,1.14639738,0,6.48022E-05,0,0,0,0,,,,
114,1191.594106,02-26-2016 09:33:50,1131.579,2,1,0.999713123,3.730127335,0.314256886,0,1.156787378,0,9.65762E-05,0,0,0,0,,,,
115,1201.609553,02-26-2016 09:34:00,1141.594448,2,1,0.999893069,3.730775356,0.317038266,0,1.16716309,0,6.48022E-05,0,0,0,0,,,,
116,1211.609586,02-26-2016 09:34:10,1151.594481,2,1,0.999893069,3.731423378,0.319815333,0,1.177524447,0,6.48022E-05,0,0,0,0,,,,
117,1221.624902,02-26-2016 09:34:20,1161.609796,2,1,1.000073075,3.73174715,0.322596637,0,1.18790308,0,3.22771E-05,0,0,0,0,,,,
118,1231.640406,02-26-2016 09:34:30,1171.6253,2,1,0.999533176,3.732395172,0.32537803,0,1.198283411,0,9.68786E-05,0,0,0,0,,,,
119,1241.640423,02-26-2016 09:34:40,1181.625318,2,1,0.999713123,3.733043194,0.328155061,0,1.2086492,0,6.48022E-05,0,0,0,0,,,,
120,1251.655796,02-26-2016 09:34:50,1191.64069,2,1,0.999893069,3.733529091,0.33093641,0,1.219032632,0,6.48022E-05,0,0,0,0,,,,
121,1261.671259,02-26-2016 09:35:00,1201.656154,2,1,0.999533176,3.733853102,0.333717778,0,1.229417578,0,3.2277E-05,0,0,0,0,,,,
122,1271.686868,02-26-2016 09:35:10,1211.671762,2,1,0.999713123,3.734501123,0.336499204,0,1.239804079,0,3.21764E-05,0,0,0,0,,,,
123,1281.702243,02-26-2016 09:35:20,1221.687138,2,1,0.999713123,3.73498702,0.339280539,0,1.250191562,0,6.46037E-05,0,0,0,0,,,,
124,1291.717723,02-26-2016 09:35:30,1231.702617,2,1,0.999893069,3.735473156,0.342061899,0,1.26058041,0,6.48022E-05,0,0,0,0,,,,
125,1301.73321,02-26-2016 09:35:40,1241.718104,2,1,0.999533176,3.735797167,0.344843281,0,1.270970539,0,3.24249E-05,0,0,0,0,,,,
126,1311.748906,02-26-2016 09:35:50,1251.7338,2,1,0.999893069,3.736120939,0.347624704,0,1.281361955,0,3.23767E-05,0,0,0,0,,,,
127,1321.764199,02-26-2016 09:36:00,1261.749093,2,1,0.999533176,3.73644495,0.350406048,0,1.291754203,0,3.22771E-05,0,0,0,0,,,,
128,1331.779719,02-26-2016 09:36:10,1271.764613,2,1,0.999893069,3.736931086,0.353187442,0,1.302147643,0,0,0,0,0,0,,,,
129,1341.79521,02-26-2016 09:36:20,1281.780104,2,1,0.999713123,3.737254858,0.355968783,0,1.312541778,0,3.23772E-05,0,0,0,0,,,,
130,1351.810649,02-26-2016 09:36:30,1291.795543,2,1,0.999713123,3.737578869,0.358750158,0,1.322937098,0,3.23772E-05,0,0,0,0,,,,
131,1361.82615,02-26-2016 09:36:40,1301.811045,2,1,0.999533176,3.73790288,0.361527174,0,1.333317108,0,3.22768E-05,0,0,0,0,,,,
132,1371.841652,02-26-2016 09:36:50,1311.826546,2,1,0.999893069,3.738389015,0.364312882,0,1.343730443,0,6.48022E-05,0,0,0,0,,,,
133,1381.857134,02-26-2016 09:37:00,1321.842028,2,1,0.999893069,3.738550901,0.36708993,0,1.354112251,0,3.21766E-05,0,0,0,0,,,,
134,1391.872674,02-26-2016 09:37:10,1331.857569,2,1,0.999893069,3.739036798,0.369875721,0,1.364527576,0,9.71794E-05,0,0,0,0,,,,
135,1401.888213,02-26-2016 09:37:20,1341.873108,2,1,0.999713123,3.739198923,0.372657116,0,1.374927314,0,3.24249E-05,0,0,0,0,,,,
136,1411.90341,02-26-2016 09:37:30,1351.888305,2,1,0.999713123,3.739360809,0.375399453,0,1.385181729,0,0,0,0,0,0,,,,
137,1421.903485,02-26-2016 09:37:40,1361.888379,2,1,0.999713123,3.739522934,0.378215552,0,1.395712682,0,0,0,0,0,0,,,,
138,1431.919034,02-26-2016 09:37:50,1371.903929,2,1,0.999533176,3.740008831,0.380996969,0,1.406114708,0,6.48022E-05,0,0,0,0,,,,
139,1441.934443,02-26-2016 09:38:00,1381.919337,2,1,0.999713123,3.740170717,0.383778343,0,1.416517309,0,0,0,0,0,0,,,,
140,1451.949927,02-26-2016 09:38:10,1391.934821,2,1,0.999713123,3.740494728,0.386555417,0,1.426904564,0,3.23772E-05,0,0,0,0,,,,
141,1461.965515,02-26-2016 09:38:20,1401.95041,2,1,0.999713123,3.740818739,0.389341154,0,1.437324872,0,3.23772E-05,0,0,0,0,,,,
142,1471.980918,02-26-2016 09:38:30,1411.965813,2,1,0.999893069,3.740980864,0.392122539,0,1.447729563,0,3.24249E-05,0,0,0,0,,,,
143,1481.996419,02-26-2016 09:38:40,1421.981313,2,1,0.999893069,3.74114275,0.394899587,0,1.458118701,0,3.23772E-05,0,0,0,0,,,,
144,1492.011923,02-26-2016 09:38:50,1431.996817,2,1,0.999893069,3.741304874,0.397685344,0,1.46854104,0,-3.23772E-05,0,0,0,0,,,,
145,1502.027414,02-26-2016 09:39:00,1442.012309,2,1,0.999713123,3.741628647,0.400466761,0,1.478947855,0,0,0,0,0,0,,,,
146,1512.027475,02-26-2016 09:39:10,1452.01237,2,1,0.999713123,3.741790771,0.403243879,0,1.489339164,0,0,0,0,0,0,,,,
147,1522.042767,02-26-2016 09:39:20,1462.027662,2,1,0.999893069,3.741952658,0.406025175,0,1.499746585,0,0,0,0,0,0,,,,
148,1532.058252,02-26-2016 09:39:30,1472.043147,2,1,0.999893069,3.742114782,0.408802147,0,1.510138278,0,0,0,0,0,0,,,,
149,1542.073763,02-26-2016 09:39:41,1482.058658,2,1,0.999713123,3.742438793,0.411587822,0,1.520563193,0,3.23243E-05,0,0,0,0,,,,
150,1552.089278,02-26-2016 09:39:51,1492.074172,2,1,0.999893069,3.742762804,0.414369111,0,1.530972433,0,3.22237E-05,0,0,0,0,,,,
151,1562.104622,02-26-2016 09:40:01,1502.089517,2,1,0.999893069,3.743086576,0.417150432,0,1.541382399,0,6.45554E-05,0,0,0,0,,,,
152,1572.120233,02-26-2016 09:40:11,1512.105128,2,1,0.999713123,3.743086576,0.419931823,0,1.55179326,0,0,0,0,0,0,,,,
153,1582.135685,02-26-2016 09:40:21,1522.12058,2,1,0.999713123,3.743248701,0.42270882,0,1.562188224,0,0,0,0,0,0,,,,
154,1592.151229,02-26-2016 09:40:31,1532.136123,2,1,0.999893069,3.743572712,0.425494497,0,1.572616274,0,3.23239E-05,0,0,0,0,,,,
155,1602.166573,02-26-2016 09:40:41,1542.151467,2,1,0.999713123,3.743734598,0.428271533,0,1.583012584,0,0,0,0,0,0,,,,
156,1612.166691,02-26-2016 09:40:51,1552.151585,2,1,0.999533176,3.743896723,0.431052941,0,1.59342584,0,0,0,0,0,0,,,,
157,1622.182063,02-26-2016 09:41:01,1562.166957,2,1,0.999893069,3.74438262,0.433834255,0,1.603839347,0,3.23241E-05,0,0,0,0,,,,
158,1632.197446,02-26-2016 09:41:11,1572.18234,2,1,0.999893069,3.744544506,0.436611289,0,1.61423743,0,3.22767E-05,0,0,0,0,,,,
159,1642.213086,02-26-2016 09:41:21,1582.19798,2,1,0.999893069,3.744706631,0.439397006,0,1.624668555,0,3.23245E-05,0,0,0,0,,,,
160,1652.228509,02-26-2016 09:41:31,1592.213403,2,1,0.999713123,3.744868517,0.442178421,0,1.635084157,0,6.44005E-05,0,0,0,0,,,,
161,1662.244051,02-26-2016 09:41:41,1602.228946,2,1,0.999893069,3.745192528,0.444959805,0,1.645500251,0,6.46005E-05,0,0,0,0,,,,
162,1672.259482,02-26-2016 09:41:51,1612.244376,2,1,0.999713123,3.745192528,0.447741171,0,1.655916934,0,3.22773E-05,0,0,0,0,,,,
163,1682.275003,02-26-2016 09:42:01,1622.259897,2,1,0.999533176,3.745678425,0.450518207,0,1.666318023,0,3.22783E-05,0,0,0,0,,,,
164,1692.290444,02-26-2016 09:42:11,1632.275339,2,1,0.999713123,3.745840549,0.453303902,0,1.676752164,0,3.23246E-05,0,0,0,0,,,,
165,1702.305964,02-26-2016 09:42:21,1642.290858,2,1,0.999713123,3.745840549,0.45608525,0,1.687170638,0,0,0,0,0,0,,,,
166,1712.306046,02-26-2016 09:42:31,1652.290941,2,1,0.999893069,3.74616456,0.458862322,0,1.6975737,0,0,0,0,0,0,,,,
167,1722.321293,02-26-2016 09:42:41,1662.306187,2,1,0.999533176,3.746326447,0.461643643,0,1.707993373,0,3.21766E-05,0,0,0,0,,,,
168,1732.33682,02-26-2016 09:42:51,1672.321715,2,1,0.999893069,3.746650457,0.464425034,0,1.718413947,0,3.22768E-05,0,0,0,0,,,,
169,1742.352332,02-26-2016 09:43:01,1682.337226,2,1,0.999713123,3.746974468,0.467202093,0,1.728818938,0,3.21771E-05,0,0,0,0,,,,
170,1752.367826,02-26-2016 09:43:11,1692.352721,2,1,0.999713123,3.747136354,0.469987823,0,1.739257047,0,3.21764E-05,0,0,0,0,,,,
171,1762.383301,02-26-2016 09:43:21,1702.368195,2,1,0.999893069,3.747460365,0.472764854,0,1.749663144,0,6.43999E-05,0,0,0,0,,,,
172,1772.398891,02-26-2016 09:43:31,1712.383786,2,1,0.999533176,3.747460365,0.475550589,0,1.760102511,0,3.23771E-05,0,0,0,0,,,,
173,1782.414229,02-26-2016 09:43:41,1722.399124,2,1,0.999713123,3.74762249,0.478327598,0,1.77050992,0,0,0,0,0,0,,,,
174,1792.429769,02-26-2016 09:43:51,1732.414664,2,1,0.999713123,3.748108387,0.481113299,0,1.780950628,0,3.22768E-05,0,0,0,0,,,,
175,1802.445235,02-26-2016 09:44:01,1742.430129,2,1,0.999713123,3.748270512,0.483894701,0,1.791375925,0,3.23246E-05,0,0,0,0,,,,
