Data_Point,Test_Time(s),Date_Time,Step_Time(s),Step_Index,Cycle_Index,Current(A),Voltage(V),Charge_Capacity(Ah),Discharge_Capacity(Ah),Charge_Energy(Wh),Discharge_Energy(Wh),dV/dt(V/s),Internal_Resistance(Ohm),Is_FC_Data,AC_Impedance(Ohm),ACI_Phase_Angle(Deg),,c-dc,,soc
22,270.2938984,02-25-2016 07:59:36,210.2783999,2,1,0.999713123,3.665330648,0.058393253,0,0.212862936,0,0.000161479,0,0,0,0,,,,
23,280.2939783,02-25-2016 07:59:46,220.2784799,2,1,0.999893069,3.666950703,0.061174696,0,0.223059901,0,0.000161022,0,0,0,0,,,,
24,290.3093537,02-25-2016 07:59:56,230.2938551,2,1,0.999713123,3.668570518,0.063956075,0,0.233261344,0,0.000161982,0,0,0,0,,,,
25,300.3248662,02-25-2016 08:00:06,240.3093676,2,1,0.999533176,3.670190334,0.066737521,0,0.243467637,0,0.000161982,0,0,0,0,,,,
26,310.3404112,02-25-2016 08:00:16,250.3249131,2,1,0.999713123,3.671972275,0.069514624,0,0.253662636,0,0.000129156,0,0,0,0,,,,
27,320.3558926,02-25-2016 08:00:26,260.3403941,2,1,0.999893069,3.673592329,0.072296042,0,0.263878021,0,0.000161982,0,0,0,0,,,,
28,330.3713405,02-25-2016 08:00:36,270.355842,2,1,0.999893069,3.675212145,0.075081823,0,0.274113951,0,0.000161478,0,0,0,0,,,,
29,340.3714035,02-25-2016 08:00:46,280.3559051,2,1,0.999893069,3.676994085,0.077858973,0,0.28432266,0,0.000226779,0,0,0,0,,,,
30,350.386566,02-25-2016 08:00:56,290.3710672,2,1,1.000073075,3.678290129,0.080640327,0,0.294551245,0,0.000162029,0,0,0,0,,,,
31,360.3865815,02-25-2016 08:01:06,300.371083,2,1,0.999533176,3.679909945,0.083413166,0,0.304752959,0,9.68775E-05,0,0,0,0,,,,
32,370.3866167,02-25-2016 08:01:16,310.3711183,2,1,0.999713123,3.68152976,0.086194644,0,0.314990749,0,0.000194355,0,0,0,0,,,,
33,380.4019915,02-25-2016 08:01:26,320.386493,2,1,0.999713123,3.68298769,0.088976014,0,0.325232507,0,0.000161478,0,0,0,0,,,,
34,390.4174444,02-25-2016 08:01:36,330.4019458,2,1,0.999713123,3.684607744,0.091757423,0,0.335478701,0,0.00016148,0,0,0,0,,,,
35,400.4329317,02-25-2016 08:01:46,340.4174331,2,1,0.999893069,3.68622756,0.094534533,0,0.345713314,0,0.000161478,0,0,0,0,,,,
36,410.448496,02-25-2016 08:01:56,350.4329974,2,1,0.999533176,3.687523603,0.097320296,0,0.355984068,0,0.0001288,0,0,0,0,,,,
37,420.4638737,02-25-2016 08:02:06,360.4483752,2,1,1.000073075,3.689305544,0.100097414,0,0.366227123,0,0.0001932,0,0,0,0,,,,
38,430.4795446,02-25-2016 08:02:16,370.4640461,2,1,0.999893069,3.690439463,0.102883225,0,0.376506374,0,9.72268E-05,0,0,0,0,,,,
39,440.4949641,02-25-2016 08:02:26,380.4794656,2,1,0.999893069,3.692221403,0.105660336,0,0.386757719,0,0.000161533,0,0,0,0,,,,
40,450.5105667,02-25-2016 08:02:36,390.4950683,2,1,0.999713123,3.693517208,0.108446212,0,0.397045532,0,0.000129604,0,0,0,0,,,,
41,460.5259779,02-25-2016 08:02:46,400.5104794,2,1,0.999893069,3.694975138,0.111227666,0,0.407321137,0,0.000129202,0,0,0,0,,,,
42,470.5260487,02-25-2016 08:02:56,410.5105503,2,1,0.999713123,3.696595192,0.114004897,0,0.417585163,0,0.000161523,0,0,0,0,,,,
43,480.5412975,02-25-2016 08:03:06,420.525799,2,1,1.000073075,3.698053122,0.116781981,0,0.427852609,0,0.000161527,0,0,0,0,,,,
44,490.5568374,02-25-2016 08:03:16,430.5413389,2,1,0.999533176,3.699348927,0.119567762,0,0.438156199,0,0.000161982,0,0,0,0,,,,
45,500.5723394,02-25-2016 08:03:26,440.5568409,2,1,0.999713123,3.70064497,0.122349261,0,0.448447888,0,0.000129202,0,0,0,0,,,,
46,510.5878883,02-25-2016 08:03:37,450.5723897,2,1,0.999893069,3.7021029,0.125130685,0,0.458743134,0,0.000129201,0,0,0,0,,,,
47,520.6033111,02-25-2016 08:03:47,460.5878126,2,1,0.999713123,3.703398705,0.127907735,0,0.469025992,0,0.000129204,0,0,0,0,,,,
48,530.6188075,02-25-2016 08:03:57,470.603309,2,1,0.999533176,3.704856634,0.130693498,0,0.479344968,0,9.71794E-05,0,0,0,0,,,,
49,540.6343324,02-25-2016 08:04:07,480.6188339,2,1,0.999893069,3.706152678,0.13347495,0,0.489651716,0,0.000129604,0,0,0,0,,,,
50,550.649802,02-25-2016 08:04:17,490.6343034,2,1,0.999893069,3.707610607,0.136256403,0,0.49996223,0,0.000129604,0,0,0,0,,,,
51,560.6653039,02-25-2016 08:04:27,500.6498053,2,1,1.000073075,3.708906412,0.139037859,0,0.510276435,0,0.000128801,0,0,0,0,,,,
52,570.6653503,02-25-2016 08:04:37,510.6498519,2,1,0.999713123,3.710040331,0.141815009,0,0.520578311,0,9.71774E-05,0,0,0,0,,,,
53,580.6806959,02-25-2016 08:04:47,520.6651974,2,1,0.999893069,3.71149826,0.144596414,0,0.530899528,0,0.000129604,0,0,0,0,,,,
54,590.6962267,02-25-2016 08:04:57,530.6807281,2,1,0.999893069,3.71295619,0.147377906,0,0.541224687,0,0.000161479,0,0,0,0,,,,
55,600.6963388,02-25-2016 08:05:07,540.6808403,2,1,0.999713123,3.713928223,0.150155092,0,0.551537455,0,9.7176E-05,0,0,0,0,,,,
56,610.711546,02-25-2016 08:05:17,550.6960475,2,1,0.999713123,3.715224028,0.152932144,0,0.561853304,0,0.000129153,0,0,0,0,,,,
57,620.7270774,02-25-2016 08:05:27,560.7115789,2,1,0.999713123,3.716681957,0.155717924,0,0.572205105,0,0.000161982,0,0,0,0,,,,
58,630.7425492,02-25-2016 08:05:37,570.7270507,2,1,0.999893069,3.717815876,0.158499351,0,0.582544271,0,9.68788E-05,0,0,0,0,,,,
59,640.7580939,02-25-2016 08:05:47,580.7425954,2,1,0.999893069,3.719111919,0.161280807,0,0.592887044,0,0.000129206,0,0,0,0,,,,
60,650.7734733,02-25-2016 08:05:57,590.7579748,2,1,0.999893069,3.720407963,0.16405796,0,0.60321734,0,0.000129201,0,0,0,0,,,,
61,660.7890371,02-25-2016 08:06:07,600.7735385,2,1,0.999713123,3.721703768,0.166843714,0,0.613583071,0,0.000129202,0,0,0,0,,,,
62,670.804737,02-25-2016 08:06:17,610.7892386,2,1,0.999893069,3.722999811,0.169625212,0,0.623936413,0,0.00016102,0,0,0,0,,,,
63,680.8200291,02-25-2016 08:06:27,620.8045305,2,1,0.999713123,3.723971605,0.172406612,0,0.634292823,0,9.68785E-05,0,0,0,0,,,,
64,690.8355683,02-25-2016 08:06:37,630.8200698,2,1,0.999533176,3.725105524,0.175188124,0,0.644653022,0,0.000129557,0,0,0,0,,,,
65,700.8356664,02-25-2016 08:06:47,640.820168,2,1,0.999893069,3.726401567,0.177965328,0,0.655000498,0,6.48022E-05,0,0,0,0,,,,
66,710.8509201,02-25-2016 08:06:57,650.8354216,2,1,0.999713123,3.727535486,0.180746744,0,0.66536682,0,0.000129604,0,0,0,0,,,,
67,720.8664139,02-25-2016 08:07:07,660.8509153,2,1,1.000073075,3.72883153,0.183528215,0,0.675736586,0,0.000129604,0,0,0,0,,,,
68,730.8818117,02-25-2016 08:07:17,670.8663132,2,1,0.999893069,3.729803324,0.186305362,0,0.686093345,0,0.000129604,0,0,0,0,,,,
69,740.8974323,02-25-2016 08:07:27,680.8819337,2,1,0.999713123,3.730937243,0.189091191,0,0.696485574,0,0.000129604,0,0,0,0,,,,
70,750.9129032,02-25-2016 08:07:37,690.8974046,2,1,0.999893069,3.73174715,0.191872653,0,0.706864332,0,6.47545E-05,0,0,0,0,,,,
71,760.9284115,02-25-2016 08:07:47,700.9129129,2,1,0.999893069,3.732881308,0.194654142,0,0.717245859,0,9.72271E-05,0,0,0,0,,,,
72,770.94407,02-25-2016 08:07:57,710.9285715,2,1,1.000073075,3.734015226,0.197435653,0,0.727630351,0,0.000129604,0,0,0,0,,,,
73,780.9594125,02-25-2016 08:08:07,720.943914,2,1,0.999713123,3.734825134,0.200217068,0,0.738017148,0,9.65782E-05,0,0,0,0,,,,
74,790.9749414,02-25-2016 08:08:17,730.9594429,2,1,1.000073075,3.735797167,0.202998574,0,0.748406903,0,0.000129201,0,0,0,0,,,,
75,800.9904054,02-25-2016 08:08:27,740.9749069,2,1,0.999713123,3.736607075,0.205780038,0,0.758798975,0,6.48022E-05,0,0,0,0,,,,
76,811.0058894,02-25-2016 08:08:37,750.9903908,2,1,0.999713123,3.737416983,0.208561496,0,0.769193311,0,9.68777E-05,0,0,0,0,,,,
77,821.0213923,02-25-2016 08:08:47,761.0058938,2,1,0.999893069,3.738389015,0.211342982,0,0.779590055,0,9.72271E-05,0,0,0,0,,,,
78,831.0369564,02-25-2016 08:08:57,771.021458,2,1,0.999713123,3.738874912,0.214124515,0,0.789989128,0,6.48019E-05,0,0,0,0,,,,
79,841.0523852,02-25-2016 08:09:07,781.0368867,2,1,0.999893069,3.739522934,0.216901606,0,0.800373582,0,3.24249E-05,0,0,0,0,,,,
80,851.0678844,02-25-2016 08:09:17,791.0523859,2,1,0.999713123,3.740332842,0.21968741,0,0.810792591,0,3.24249E-05,0,0,0,0,,,,
81,861.0834014,02-25-2016 08:09:27,801.0679028,2,1,0.999713123,3.740980864,0.222468892,0,0.821197279,0,6.48022E-05,0,0,0,0,,,,
82,871.0835096,02-25-2016 08:09:37,811.0680114,2,1,0.999713123,3.741628647,0.225246066,0,0.831587595,0,9.71794E-05,0,0,0,0,,,,
83,881.0987398,02-25-2016 08:09:47,821.0832412,2,1,0.999893069,3.742276669,0.228027414,0,0.84199507,0,0.000121625,0,0,0,0,,,,
84,891.1142328,02-25-2016 08:09:57,831.0987343,2,1,0.999713123,3.742762804,0.230804471,0,0.852387994,0,6.44008E-05,0,0,0,0,,,,
85,901.1298221,02-25-2016 08:10:07,841.1143236,2,1,0.999713123,3.743248701,0.233590251,0,0.862815173,0,6.48019E-05,0,0,0,0,,,,
86,911.1452232,02-25-2016 08:10:17,851.1297247,2,1,0.999713123,3.743734598,0.236371699,0,0.873227577,0,3.23772E-05,0,0,0,0,,,,
87,921.1607683,02-25-2016 08:10:27,861.1452697,2,1,0.999713123,3.744220495,0.23915312,0,0.883641259,0,6.45532E-05,0,0,0,0,,,,
88,931.176238,02-25-2016 08:10:37,871.1607395,2,1,0.999533176,3.744544506,0.24193454,0,0.894056153,0,0,0,0,0,0,,,,
89,941.1918122,02-25-2016 08:10:47,881.1763138,2,1,0.999713123,3.745030642,0.244715989,0,0.904472377,0,3.22251E-05,0,0,0,0,,,,
90,951.2073141,02-25-2016 08:10:57,891.1918156,2,1,0.999713123,3.745678425,0.247493114,0,0.914873655,0,6.43519E-05,0,0,0,0,,,,
91,961.2228522,02-25-2016 08:11:07,901.2073538,2,1,0.999713123,3.746002436,0.25027893,0,0.925308564,0,6.44002E-05,0,0,0,0,,,,
92,971.2382492,02-25-2016 08:11:17,911.2227507,2,1,0.999713123,3.746326447,0.253060383,0,0.935728219,0,6.46024E-05,0,0,0,0,,,,
93,981.2537539,02-25-2016 08:11:27,921.2382553,2,1,0.999713123,3.746812582,0.255841831,0,0.946148898,0,6.44016E-05,0,0,0,0,,,,
94,991.2692379,02-25-2016 08:11:37,931.2537394,2,1,0.999893069,3.747136354,0.25862326,0,0.956570512,0,3.22771E-05,0,0,0,0,,,,
95,1001.284774,02-25-2016 08:11:47,941.269276,2,1,0.999533176,3.747298479,0.261404703,0,0.966993071,0,0,0,0,0,0,,,,
96,1011.300215,02-25-2016 08:11:57,951.2847164,2,1,0.999713123,3.74762249,0.264186131,0,0.977416479,0,3.23252E-05,0,0,0,0,,,,
97,1021.315716,02-25-2016 08:12:07,961.3002173,2,1,0.999713123,3.747946501,0.26696759,0,0.987840969,0,0,0,0,0,0,,,,
98,1031.331148,02-25-2016 08:12:17,971.315649,2,1,0.999713123,3.748432398,0.26974472,0,0.998250082,0,3.23771E-05,0,0,0,0,,,,
99,1041.346923,02-25-2016 08:12:27,981.3314245,2,1,0.999713123,3.748594284,0.272530525,0,1.008692564,0,3.23765E-05,0,0,0,0,,,,
100,1051.362203,02-25-2016 08:12:37,991.3467045,2,1,0.999533176,3.748756409,0.275311931,0,1.019119345,0,0,0,0,0,0,,,,
101,1061.377685,02-25-2016 08:12:47,1001.362187,2,1,0.999713123,3.74908042,0.278089029,0,1.02953078,0,3.23243E-05,0,0,0,0,,,,
102,1071.393196,02-25-2016 08:12:57,1011.377697,2,1,0.999713123,3.749242306,0.280874871,0,1.039975795,0,0,0,0,0,0,,,,
103,1081.408725,02-25-2016 08:13:07,1021.393226,2,1,0.999533176,3.749566317,0.28365635,0,1.050405189,0,0,0,0,0,0,,,,
104,1091.424162,02-25-2016 08:13:17,1031.408663,2,1,0.999713123,3.749728441,0.286433513,0,1.060819099,0,0,0,0,0,0,,,,
105,1101.439793,02-25-2016 08:13:27,1041.424295,2,1,0.999893069,3.750376225,0.289219336,0,1.071266235,0,6.43994E-05,0,0,0,0,,,,
106,1111.455167,02-25-2016 08:13:37,1051.439668,2,1,0.999713123,3.750538349,0.292000768,0,1.081697637,0,3.23248E-05,0,0,0,0,,,,
107,1121.470739,02-25-2016 08:13:47,1061.45524,2,1,0.999713123,3.750700235,0.294782238,0,1.092129915,0,0,0,0,0,0,,,,
108,1131.486179,02-25-2016 08:13:57,1071.47068,2,1,0.999713123,3.751024246,0.297563717,0,1.10256291,0,3.2277E-05,0,0,0,0,,,,
109,1141.486244,02-25-2016 08:14:07,1081.470746,2,1,0.999713123,3.751186371,0.300340911,0,1.112980481,0,3.24242E-05,0,0,0,0,,,,
110,1151.501642,02-25-2016 08:14:17,1091.486143,2,1,0.999893069,3.751510143,0.303122355,0,1.123414652,0,3.22764E-05,0,0,0,0,,,,
111,1161.517057,02-25-2016 08:14:27,1101.501559,2,1,0.999713123,3.751834154,0.305903801,0,1.133849534,0,6.46023E-05,0,0,0,0,,,,
112,1171.532548,02-25-2016 08:14:37,1111.517049,2,1,0.999893069,3.752158165,0.308685267,0,1.144285165,0,3.23772E-05,0,0,0,0,,,,
113,1181.547846,02-25-2016 08:14:47,1121.532348,2,1,0.999713123,3.752158165,0.311445026,0,1.154639977,0,3.22768E-05,0,0,0,0,,,,
114,1191.54801,02-25-2016 08:14:57,1131.532512,2,1,0.999533176,3.75232029,0.314243862,0,1.165141947,0,3.24249E-05,0,0,0,0,,,,
115,1201.563412,02-25-2016 08:15:07,1141.547913,2,1,0.999893069,3.752482176,0.317025309,0,1.175579117,0,3.21769E-05,0,0,0,0,,,,
116,1211.578918,02-25-2016 08:15:18,1151.563419,2,1,0.999893069,3.752644062,0.319802426,0,1.186000733,0,0,0,0,0,0,,,,
117,1221.594429,02-25-2016 08:15:28,1161.578931,2,1,0.999713123,3.753130198,0.322588186,0,1.196455502,0,3.24249E-05,0,0,0,0,,,,
118,1231.609903,02-25-2016 08:15:38,1171.594404,2,1,0.999713123,3.753292084,0.325369635,0,1.206894776,0,0,0,0,0,0,,,,
119,1241.625593,02-25-2016 08:15:48,1181.610094,2,1,0.999893069,3.753616095,0.328151136,0,1.217334896,0,3.23772E-05,0,0,0,0,,,,
120,1251.640881,02-25-2016 08:15:58,1191.625383,2,1,0.999893069,3.753778219,0.330932579,0,1.227775407,0,3.24249E-05,0,0,0,0,,,,
121,1261.656384,02-25-2016 08:16:08,1201.640886,2,1,1.000073075,3.753940105,0.333714044,0,1.238216603,0,0,0,0,0,0,,,,
122,1271.671904,02-25-2016 08:16:18,1211.656405,2,1,0.999713123,3.754264116,0.336495496,0,1.248658432,0,0,0,0,0,0,,,,
123,1281.68742,02-25-2016 08:16:28,1221.671921,2,1,0.999713123,3.754264116,0.339276927,0,1.25910079,0,3.24249E-05,0,0,0,0,,,,
124,1291.703028,02-25-2016 08:16:38,1231.687529,2,1,1.000073075,3.754912138,0.342054062,0,1.269527658,0,6.48022E-05,0,0,0,0,,,,
125,1301.718417,02-25-2016 08:16:48,1241.702919,2,1,0.999713123,3.755074024,0.3448399,0,1.279987868,0,6.48022E-05,0,0,0,0,,,,
126,1311.733999,02-25-2016 08:16:58,1251.718501,2,1,0.999893069,3.755074024,0.347617056,0,1.290416025,0,3.23772E-05,0,0,0,0,,,,
127,1321.749431,02-25-2016 08:17:08,1261.733932,2,1,0.999713123,3.755236149,0.350402927,0,1.300877564,0,-3.23772E-05,0,0,0,0,,,,
128,1331.764859,02-25-2016 08:17:18,1271.74936,2,1,0.999713123,3.755722046,0.353180023,0,1.311306823,0,6.48022E-05,0,0,0,0,,,,
129,1341.764922,02-25-2016 08:17:28,1281.749424,2,1,0.999713123,3.755722046,0.355961546,0,1.321753366,0,0,0,0,0,0,,,,
130,1351.780247,02-25-2016 08:17:38,1291.764748,2,1,0.999713123,3.756046057,0.358743016,0,1.332200394,0,0,0,0,0,0,,,,
131,1361.795744,02-25-2016 08:17:48,1301.780246,2,1,0.999713123,3.756207943,0.361524459,0,1.342647912,0,0,0,0,0,0,,,,
132,1371.811259,02-25-2016 08:17:58,1311.795761,2,1,0.999893069,3.756531954,0.364305935,0,1.353096248,0,0,0,0,0,0,,,,
133,1381.826745,02-25-2016 08:18:08,1321.811247,2,1,0.999713123,3.756694078,0.367083051,0,1.363528862,0,3.23247E-05,0,0,0,0,,,,
134,1391.842284,02-25-2016 08:18:18,1331.826786,2,1,0.999893069,3.757017851,0.369868886,0,1.373994916,0,3.23772E-05,0,0,0,0,,,,
135,1401.857802,02-25-2016 08:18:28,1341.842304,2,1,0.999893069,3.757341862,0.372650358,0,1.384445242,0,6.48019E-05,0,0,0,0,,,,
136,1411.873225,02-25-2016 08:18:38,1351.857727,2,1,0.999713123,3.757503986,0.375427507,0,1.394879993,0,3.23256E-05,0,0,0,0,,,,
137,1421.888726,02-25-2016 08:18:48,1361.873228,2,1,0.999713123,3.757827997,0.37821333,0,1.405347954,0,6.46009E-05,0,0,0,0,,,,
138,1431.904236,02-25-2016 08:18:58,1371.888738,2,1,0.999713123,3.757827997,0.380994818,0,1.415800323,0,-3.21766E-05,0,0,0,0,,,,
139,1441.904261,02-25-2016 08:19:08,1381.888763,2,1,0.999713123,3.758313894,0.383771987,0,1.426237171,0,3.2377E-05,0,0,0,0,,,,
140,1451.919561,02-25-2016 08:19:18,1391.904062,2,1,0.999713123,3.75847578,0.386549052,0,1.436674309,0,3.22767E-05,0,0,0,0,,,,
141,1461.935104,02-25-2016 08:19:28,1401.919605,2,1,0.999713123,3.758637905,0.389334824,0,1.447144909,0,0,0,0,0,0,,,,
142,1471.950616,02-25-2016 08:19:38,1411.935117,2,1,0.999893069,3.758961916,0.392116348,0,1.457600228,0,3.23244E-05,0,0,0,0,,,,
143,1481.966114,02-25-2016 08:19:48,1421.950616,2,1,0.999893069,3.759285927,0.394897803,0,1.468055975,0,3.22239E-05,0,0,0,0,,,,
144,1491.981599,02-25-2016 08:19:58,1431.9661,2,1,0.999893069,3.759447813,0.397679272,0,1.478512496,0,3.23772E-05,0,0,0,0,,,,
145,1501.997082,02-25-2016 08:20:08,1441.981584,2,1,0.999533176,3.759609699,0.400460769,0,1.488969886,0,0,0,0,0,0,,,,
146,1512.012575,02-25-2016 08:20:18,1451.997076,2,1,0.999893069,3.760095835,0.403237933,0,1.499411713,0,3.23256E-05,0,0,0,0,,,,
147,1522.02806,02-25-2016 08:20:28,1462.012561,2,1,0.999893069,3.760257721,0.406023756,0,1.509886769,0,0,0,0,0,0,,,,
148,1532.043558,02-25-2016 08:20:38,1472.028059,2,1,0.999713123,3.760419846,0.40880523,0,1.520346207,0,0,0,0,0,0,,,,
149,1542.043592,02-25-2016 08:20:48,1482.028093,2,1,1.000073075,3.760743856,0.411582419,0,1.530790322,0,3.24244E-05,0,0,0,0,,,,
150,1552.058959,02-25-2016 08:20:58,1492.04346,2,1,0.999713123,3.761067629,0.414363889,0,1.541251302,0,0,0,0,0,0,,,,
151,1562.074472,02-25-2016 08:21:08,1502.058974,2,1,0.999713123,3.76139164,0.417145357,0,1.551713048,0,6.4601E-05,0,0,0,0,,,,
152,1572.089958,02-25-2016 08:21:18,1512.074459,2,1,0.999713123,3.761553764,0.419926844,0,1.562175616,0,3.23242E-05,0,0,0,0,,,,
153,1582.105428,02-25-2016 08:21:28,1522.089929,2,1,0.999713123,3.761877775,0.42270832,0,1.572638917,0,6.46024E-05,0,0,0,0,,,,
154,1592.120946,02-25-2016 08:21:38,1532.105448,2,1,0.999893069,3.762201786,0.425489801,0,1.58310299,0,3.24249E-05,0,0,0,0,,,,
155,1602.136425,02-25-2016 08:21:48,1542.120926,2,1,0.999893069,3.762525558,0.428271266,0,1.593567859,0,3.22768E-05,0,0,0,0,,,,
156,1612.151978,02-25-2016 08:21:58,1552.13648,2,1,0.999713123,3.762687683,0.431052756,0,1.604033533,0,3.22249E-05,0,0,0,0,,,,
157,1622.167414,02-25-2016 08:22:08,1562.151916,2,1,0.999713123,3.762849569,0.433834191,0,1.61449962,0,0,0,0,0,0,,,,
158,1632.18294,02-25-2016 08:22:18,1572.167442,2,1,0.999533176,3.763335705,0.436615635,0,1.624966636,0,3.22245E-05,0,0,0,0,,,,
159,1642.183031,02-25-2016 08:22:28,1582.167532,2,1,0.999713123,3.763659716,0.439392812,0,1.63541848,0,3.24231E-05,0,0,0,0,,,,
160,1652.198188,02-25-2016 08:22:38,1592.182689,2,1,0.999713123,3.763821602,0.442169821,0,1.645870524,0,-3.22765E-05,0,0,0,0,,,,
161,1662.213869,02-25-2016 08:22:48,1602.198371,2,1,0.999713123,3.764145613,0.444955628,0,1.656356478,0,3.22238E-05,0,0,0,0,,,,
162,1672.229189,02-25-2016 08:22:58,1612.21369,2,1,0.999893069,3.76463151,0.447732713,0,1.666810437,0,6.48007E-05,0,0,0,0,,,,
163,1682.244912,02-25-2016 08:23:08,1622.229413,2,1,0.999893069,3.764955521,0.450518553,0,1.677298254,0,3.21766E-05,0,0,0,0,,,,
164,1692.260279,02-25-2016 08:23:18,1632.244781,2,1,0.999893069,3.765117645,0.453299971,0,1.687770285,0,3.23246E-05,0,0,0,0,,,,
165,1702.275798,02-25-2016 08:23:28,1642.260299,2,1,1.000073075,3.765441418,0.45608145,0,1.698243377,0,3.22766E-05,0,0,0,0,,,,
166,1712.291275,02-25-2016 08:23:38,1652.275776,2,1,0.999713123,3.765927553,0.458858596,0,1.708700996,0,6.44006E-05,0,0,0,0,,,,
167,1722.306786,02-25-2016 08:23:48,1662.291287,2,1,0.999893069,3.766251564,0.461644397,0,1.719192157,0,3.23241E-05,0,0,0,0,,,,
168,1732.32226,02-25-2016 08:23:58,1672.306761,2,1,0.999893069,3.766575336,0.464425844,0,1.729667788,0,6.45519E-05,0,0,0,0,,,,
169,1742.322306,02-25-2016 08:24:08,1682.306807,2,1,0.999713123,3.766737461,0.467203008,0,1.74012821,0,3.23233E-05,0,0,0,0,,,,
170,1752.337629,02-25-2016 08:24:18,1692.32213,2,1,0.999713123,3.767061472,0.469984435,0,1.750605602,0,3.22245E-05,0,0,0,0,,,,
171,1762.353118,02-25-2016 08:24:28,1702.33762,2,1,0.999713123,3.767385483,0.472765884,0,1.761083997,0,3.23248E-05,0,0,0,0,,,,
172,1772.368638,02-25-2016 08:24:38,1712.35314,2,1,0.999893069,3.767709494,0.475547404,0,1.771563639,0,3.23242E-05,0,0,0,0,,,,
173,1782.38413,02-25-2016 08:24:48,1722.368631,2,1,0.999893069,3.768195391,0.478324627,0,1.782027924,0,6.44009E-05,0,0,0,0,,,,
174,1792.399645,02-25-2016 08:24:58,1732.384147,2,1,0.999713123,3.768357277,0.481110451,0,1.792525556,0,3.21767E-05,0,0,0,0,,,,
175,1802.41509,02-25-2016 08:25:08,1742.399591,2,1,0.999893069,3.768681288,0.483891921,0,1.803007782,0,0,0,0,0,0,,,,
176,1812.430653,02-25-2016 08:25:18,1752.415154,2,1,0.999533176,3.769167423,0.486673406,0,1.813491024,0,3.22249E-05,0,0,0,0,,,,
